Measurement Mode:,Custom Modes - Custom Mode 4
number,time,wol,xol,yol,zol,wor,xor,yor,zor,wb,xb,yb,zb,accx,accy,accz,deg,angle_left,angle_right,err_deg_oar_left_x,err_deg_oar_right_x,err_deg_boat_x,err_deg_oar_left_y,err_deg_oar_right_y,err_deg_boat_y,err_deg_oar_left_z,err_deg_oar_right_z,err_deg_boat_z,latitude,longitude,speed,SPM,SPLIT
1827,2025-01-17 17:09:43.640284,0.957899,-0.10615757,0.18811658,0.18922049,-0.86613774,-0.030523216,0.180498,-0.46507287,0.99952537,0.0062931087,-0.023144785,0.020870686,-5.333997956110392,0.108519057055626,9.727987122817794,2.376887076851528,5,36,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1828,2025-01-17 17:09:43.656951,0.9543681,-0.10946514,0.18476683,0.20758682,-0.87446344,-0.027399778,0.18049751,-0.4494243,0.999521,0.0066525964,-0.023217432,0.020886302,-5.233096918632774,-0.327180736658436,10.004995289905626,2.3776758188072415,7,34,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1829,2025-01-17 17:09:43.673618,0.9504914,-0.11252363,0.18100865,0.22621319,-0.8825988,-0.024280436,0.18059844,-0.4333735,0.99951935,0.0071151042,-0.023130098,0.020910174,-4.567431452025444,-0.778864519834428,10.148770539593418,2.3792324709655928,9,32,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1830,2025-01-17 17:09:43.690285,0.9461481,-0.11533519,0.17768423,0.24487099,-0.8905152,-0.021120798,0.18077403,-0.41696054,0.9995182,0.0071586845,-0.023134608,0.020941734,-3.239702319846054,-0.24720535895590198,10.181738678170074,2.382733466794219,12,30,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1831,2025-01-17 17:09:43.706952,0.9414693,-0.11780793,0.1741062,0.26358277,-0.89814496,-0.017719822,0.18079522,-0.40041617,0.99951845,0.0071070567,-0.02310859,0.020979255,-1.252011456020058,-0.00444581350677542,10.243266638017758,2.387191779726703,14,28,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1832,2025-01-17 17:09:43.723619,0.93638813,-0.12016595,0.17069533,0.28219232,-0.9054692,-0.014310499,0.1810177,-0.3836037,0.9995216,0.00703472,-0.022984434,0.020994604,1.082287049790438,0.54666391490136,9.526686184388033,2.3892245695192154,16,26,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1833,2025-01-17 17:09:43.740286,0.9308964,-0.122435115,0.1675471,0.3006684,-0.91259986,-0.010717874,0.18072145,-0.3665855,0.99952555,0.0065181926,-0.02294999,0.021012068,2.369772474216306,-0.343900290445194,9.846244366819423,2.392616804005493,18,24,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1834,2025-01-17 17:09:43.756953,0.9251038,-0.12450024,0.16420989,0.31898242,-0.91939527,-0.0071166633,0.1806395,-0.34932727,0.99953365,0.0060756207,-0.02269403,0.021030754,2.834253743461536,-0.359118644641518,9.818851233407484,2.396067540507514,20,21,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1835,2025-01-17 17:09:43.773620,0.91895324,-0.12662457,0.16107287,0.33701384,-0.925864,-0.0034923274,0.18048449,-0.33194518,0.9995407,0.0053037265,-0.022569913,0.02103743,1.745043122657826,0.32205548270703604,10.225304877227352,2.398906707979232,23,19,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
1836,2025-01-17 17:09:43.790287,0.9124827,-0.12888113,0.15809305,0.35468778,-0.9320255,-0.0001617102,0.18011358,-0.3144617,0.99955183,0.0043918835,-0.02227755,0.02103421,1.159964923633356,-0.349297481297598,10.605358009990008,2.401006324601547,25,17,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49072719425309,133.0164700553031,3.55239108687877,30.507864418982805,148.14879211078943
