Measurement Mode:,Custom Modes - Custom Mode 4
number,time,wol,xol,yol,zol,wor,xor,yor,zor,wb,xb,yb,zb,accx,accy,accz,deg,angle_left,angle_right,err_deg_oar_left_x,err_deg_oar_right_x,err_deg_boat_x,err_deg_oar_left_y,err_deg_oar_right_y,err_deg_boat_y,err_deg_oar_left_z,err_deg_oar_right_z,err_deg_boat_z,latitude,longitude,speed,SPM,SPLIT
1207,2025-01-17 17:09:33.306744,0.95764244,-0.10444931,0.1933518,0.18616611,-0.84686863,-0.036418363,0.18746492,-0.4963292,0.9986776,-0.021200709,-0.025537245,0.04003957,-4.355712934522092,-1.121287512542328,9.454481616676752,4.654656823242426,2,38,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1208,2025-01-17 17:09:33.323411,0.9544431,-0.10685894,0.19016062,0.20369172,-0.8561366,-0.033306327,0.18677495,-0.48066047,0.9986674,-0.021297606,-0.02574648,0.04010889,-4.324397912720052,-1.2102566196913982,9.843853447605191,4.6634701500266225,4,36,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1209,2025-01-17 17:09:33.340078,0.95085347,-0.10943657,0.18680045,0.22144625,-0.86506456,-0.03055834,0.1868234,-0.46456957,0.99866974,-0.02122307,-0.025622925,0.040171087,-3.528128342474124,-0.6249419173266479,10.131510998991107,4.670050744348285,6,34,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1210,2025-01-17 17:09:33.356745,0.9468225,-0.111916274,0.18375906,0.23930344,-0.8736673,-0.027794555,0.1871582,-0.44822213,0.99866915,-0.02110169,-0.025640175,0.04023817,-3.211334534741514,-0.998686282695342,10.046117927621292,4.677453201309126,9,32,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1211,2025-01-17 17:09:33.373412,0.9424468,-0.11423893,0.18049885,0.25728434,-0.8819688,-0.024540715,0.18708111,-0.4318886,0.9986742,-0.020883018,-0.025534254,0.040293038,-3.358003462865304,-1.446004822437588,10.435571550766829,4.682838901194509,11,30,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1212,2025-01-17 17:09:33.390079,0.9376844,-0.11643888,0.17722498,0.27534157,-0.8899313,-0.021310989,0.18709706,-0.41540498,0.9986837,-0.0205382,-0.025440324,0.04029554,-2.303403695555298,-1.1901562662495901,9.867032691406482,4.681897612590015,13,27,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1213,2025-01-17 17:09:33.406746,0.93252724,-0.118445344,0.1739837,0.2934709,-0.89756614,-0.018188609,0.18727021,-0.39871383,0.9987072,-0.019660564,-0.025261592,0.040264815,-1.0590392702606342,-0.687526636907406,10.330453070003353,4.675434101722386,15,25,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1214,2025-01-17 17:09:33.423413,0.9269546,-0.12052687,0.17088391,0.31154284,-0.9048405,-0.015171811,0.18763427,-0.38187107,0.9987464,-0.018164579,-0.024904665,0.04021889,0.46472703986041203,-0.920614862888922,9.949607277150461,4.665105546643012,17,23,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1215,2025-01-17 17:09:33.440080,0.921059,-0.12248485,0.1674546,0.3296031,-0.91182816,-0.012071958,0.18771832,-0.3649441,0.9987844,-0.01653336,-0.024607379,0.040159374,0.632374706843172,-0.598198795624896,10.220106923986092,4.653095853666093,19,21,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
1216,2025-01-17 17:09:33.456747,0.9147542,-0.12453578,0.16428928,0.34749973,-0.91847783,-0.009023098,0.18776865,-0.34793442,0.99881923,-0.014996332,-0.024259552,0.04010862,1.083504173726586,0.24867090611328002,10.227061571246761,4.642342639779513,22,19,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.491008514774016,133.01633109119615,3.5427428110201964,30.251495810419925,140.37265360977446
