Measurement Mode:,Custom Modes - Custom Mode 4
number,time,wol,xol,yol,zol,wor,xor,yor,zor,wb,xb,yb,zb,accx,accy,accz,deg,angle_left,angle_right,err_deg_oar_left_x,err_deg_oar_right_x,err_deg_boat_x,err_deg_oar_left_y,err_deg_oar_right_y,err_deg_boat_y,err_deg_oar_left_z,err_deg_oar_right_z,err_deg_boat_z,latitude,longitude,speed,SPM,SPLIT
1581,2025-01-17 17:09:39.540202,0.95991457,-0.10088744,0.18913385,0.18068162,-0.860332,-0.03930225,0.17781067,-0.47609484,0.999333,0.016739056,-0.022273634,0.024880469,-4.76082750579108,-0.228975984345258,9.941985447195409,2.8103089928001603,3,37,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1582,2025-01-17 17:09:39.556869,0.95667195,-0.1037057,0.18540058,0.1992045,-0.8693451,-0.0363691,0.17670666,-0.46009716,0.9992966,0.018578097,-0.022370875,0.024953216,-4.528053743168783,0.24737620148561398,9.419474910910061,2.813678206083776,6,35,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1583,2025-01-17 17:09:39.573536,0.9529043,-0.10676817,0.1821036,0.2178171,-0.87796456,-0.034024127,0.176378,-0.44374523,0.9992562,0.020551471,-0.022375908,0.025015831,-4.591094060683746,0.394957527528042,10.369836554534754,2.8156808019599486,8,33,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1584,2025-01-17 17:09:39.590203,0.94864166,-0.10965215,0.1792721,0.23653522,-0.886257,-0.031533133,0.17648643,-0.42708927,0.9992236,0.022295237,-0.02207809,0.025090814,-3.21027137487798,0.56993614341768,9.979137269887776,2.8204079718295416,10,31,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1585,2025-01-17 17:09:39.606870,0.94406384,-0.11223667,0.17608598,0.25528768,-0.8942062,-0.02864987,0.17632234,-0.41046733,0.999188,0.02366822,-0.022100277,0.02522847,-2.824700889135432,0.694029181069872,10.168360163577763,2.8325752830410744,12,29,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1586,2025-01-17 17:09:39.623537,0.93908703,-0.11478554,0.17296925,0.27395886,-0.90173846,-0.025876628,0.17675963,-0.39364007,0.99916655,0.024635965,-0.021787463,0.025425762,-1.192115053715628,1.4776815474685019,10.090444528052394,2.8535072429511006,14,27,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1587,2025-01-17 17:09:39.640204,0.9337458,-0.117110044,0.1698161,0.29257232,-0.90903276,-0.022955298,0.17679064,-0.3766641,0.9991584,0.024732353,-0.021783119,0.025654286,-0.01985886533343324,0.9399122822535121,9.793139888427845,2.879478016781803,17,25,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1588,2025-01-17 17:09:39.656871,0.92802286,-0.1195832,0.16667852,0.31100395,-0.9160575,-0.019850524,0.17673829,-0.35945326,0.99916774,0.024230717,-0.021642713,0.025887966,0.6988634976868799,1.024055852367114,10.36187265434877,2.9079275930907595,19,22,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1589,2025-01-17 17:09:39.673538,0.92188215,-0.12209639,0.16387008,0.329248,-0.92275447,-0.01671889,0.17667805,-0.34209335,0.99918306,0.023432655,-0.02149201,0.026158482,1.725697698354126,0.399420039717528,9.670173111037613,2.9413616423687694,21,20,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1590,2025-01-17 17:09:39.690205,0.9154542,-0.1244128,0.16078651,0.34733945,-0.9291245,-0.013517171,0.17651108,-0.32463408,0.9992037,0.022301013,-0.021406822,0.026426971,1.203803769541248,-0.414475615994502,10.25458391999694,2.9752180399386563,23,18,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1591,2025-01-17 17:09:39.706872,0.90861434,-0.12716079,0.15811701,0.36507696,-0.9351076,-0.0105090365,0.17632738,-0.30719766,0.99922436,0.021236077,-0.02122465,0.026663333,1.039790538966834,-0.03028097424208214,9.8367119953047,3.0054157500475513,25,16,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1592,2025-01-17 17:09:39.723539,0.90129316,-0.13000967,0.1563381,0.38256857,-0.9406225,-0.007700206,0.17652118,-0.28984243,0.9992432,0.020177169,-0.021108367,0.026875526,0.963791160261984,0.58918614995967,10.02312355198872,3.0326391091382283,28,14,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1593,2025-01-17 17:09:39.740206,0.8934264,-0.13380523,0.15626305,0.3993736,-0.94490576,-0.0059065493,0.18131477,-0.27247265,0.9992668,0.01903625,-0.02081965,0.027050316,1.272116899305594,0.07311537680725799,10.09148735782173,3.0560875947716193,30,12,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1594,2025-01-17 17:09:39.756873,0.88388276,-0.14121,0.16342407,0.41489232,-0.9464677,-0.006891083,0.1978447,-0.2549654,0.9992857,0.017908964,-0.020675756,0.027231008,0.983992134361062,-0.367690889982768,10.466156041395228,3.0798314877214654,32,9,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1595,2025-01-17 17:09:39.773540,0.8719386,-0.15404755,0.17995396,0.42853335,-0.9435701,-0.010923309,0.23071727,-0.2373274,0.9993051,0.016771007,-0.020460844,0.027406305,0.642427598154228,0.140111645840286,10.44603467435139,3.1030644774750145,34,7,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1596,2025-01-17 17:09:39.790207,0.857681,-0.1713306,0.20323855,0.44017664,-0.9344029,-0.017202273,0.2802363,-0.21922958,0.9993231,0.015560736,-0.020328404,0.027565628,0.281668705458084,0.050830780967319016,10.257865893549678,3.124445464930039,36,5,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1597,2025-01-17 17:09:39.806874,0.8397795,-0.19472054,0.23548445,0.44881317,-0.91820693,-0.024257952,0.3408337,-0.20034602,0.9993401,0.014331488,-0.02022106,0.027696848,0.03633331627365632,0.06634313304101999,9.784338295580293,3.142570753861701,39,3,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1598,2025-01-17 17:09:39.823541,0.8157881,-0.22664325,0.27974558,0.45265543,-0.8948208,-0.03071944,0.40695003,-0.180948,0.9993546,0.013155922,-0.020161144,0.027800113,0.509782014790356,0.05882043141682704,9.800081294921178,3.1572669839861973,41,1,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1599,2025-01-17 17:09:39.840208,0.783962,-0.26637235,0.3342349,0.45029795,-0.86493117,-0.03589542,0.47389758,-0.16132337,0.9993672,0.011979913,-0.020159464,0.02787587,0.9512239629569879,0.04194281160868837,10.016956730610469,3.16872043204602,43,-1,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
1600,2025-01-17 17:09:39.856875,0.7450709,-0.30987015,0.3917972,0.4420145,-0.8315043,-0.03892301,0.5356201,-0.1421103,0.99937713,0.0109561365,-0.020169146,0.027934492,1.261131656544258,-0.23629771974027003,10.24726918223013,3.177834698365847,45,-3,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.490839356706154,133.01641433377932,3.2780277508767544,28.79942401151977,143.7819476375568
