Measurement Mode:,Custom Modes - Custom Mode 4
number,time,wol,xol,yol,zol,wor,xor,yor,zor,wb,xb,yb,zb,accx,accy,accz,deg,angle_left,angle_right,err_deg_oar_left_x,err_deg_oar_right_x,err_deg_boat_x,err_deg_oar_left_y,err_deg_oar_right_y,err_deg_boat_y,err_deg_oar_left_z,err_deg_oar_right_z,err_deg_boat_z,latitude,longitude,speed,SPM,SPLIT
836,2025-01-17 17:09:27.123287,0.94845283,-0.11822002,0.19576691,0.21947232,-0.8558485,-0.045405544,0.19053279,-0.478704,0.99868774,-0.0017838022,-0.02218204,0.046791643,-4.343190607561212,-0.560955082696464,9.902685132500261,5.372189077561683,6,35,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49121288425628,133.01623793686932,2.9060833881185517,27.691753857230545,151.28889193452395
837,2025-01-17 17:09:27.139954,0.9464603,-0.118244566,0.1833908,0.23797083,-0.86453974,-0.0425063,0.18948838,-0.46352646,0.99868363,-0.0014886912,-0.022119744,0.0469189,-4.342070585863309,0.41210398049062197,10.079302142883822,5.386020076611415,8,33,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49121288425628,133.01623793686932,2.9060833881185517,27.691753857230545,151.28889193452395
838,2025-01-17 17:09:27.156621,0.9427268,-0.119102605,0.17789838,0.25585988,-0.87289244,-0.039843895,0.18909319,-0.44801074,0.9986801,-0.0012646578,-0.022103082,0.047005445,-3.9884074899121975,-0.20389931446101,10.035120086114286,5.395383420838659,10,31,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49121288425628,133.01623793686932,2.9060833881185517,27.691753857230545,151.28889193452395
839,2025-01-17 17:09:27.173288,0.936771,-0.12283244,0.1814531,0.27290726,-0.8808677,-0.037272528,0.18884763,-0.43245593,0.9986799,-0.0009178687,-0.022044666,0.047047317,-3.225633078211332,-0.8584413203804161,10.183374195436254,5.399289464118274,12,29,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49121288425628,133.01623793686932,2.9060833881185517,27.691753857230545,151.28889193452395
840,2025-01-17 17:09:27.189955,0.9317622,-0.12448538,0.1787668,0.29051074,-0.8885366,-0.03453123,0.18868834,-0.41678014,0.9986813,-0.000488095,-0.021920867,0.047080696,-2.483929039391568,-0.491715601755366,9.948933307846165,5.401990390144218,14,27,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49121288425628,133.01623793686932,2.9060833881185517,27.691753857230545,151.28889193452395
841,2025-01-17 17:09:27.206622,0.9261246,-0.12649594,0.1775913,0.30787104,-0.8958843,-0.031762518,0.18867412,-0.40097785,0.99867916,-0.0001400439,-0.021899752,0.0471372,-1.9732948955230858,-0.30141992527674,9.916961125791888,5.407598745125595,16,25,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49121288425628,133.01623793686932,2.9060833881185517,27.691753857230545,151.28889193452395
842,2025-01-17 17:09:27.223289,0.91992474,-0.12942064,0.17779611,0.32466698,-0.9029937,-0.028902177,0.18855037,-0.38498658,0.9986815,0.00014394522,-0.021780249,0.04714474,0.6477451411062239,-0.391974090786816,9.994395580975691,5.407713337355205,18,23,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49121288425628,133.01623793686932,2.9060833881185517,27.691753857230545,151.28889193452395
843,2025-01-17 17:09:27.239956,0.9139571,-0.13142172,0.17553067,0.34151328,-0.90983427,-0.02617343,0.1883218,-0.36884993,0.9986868,0.00042545144,-0.021569598,0.04712802,2.34491083394103,-0.24910363245523798,9.850825801373784,5.40502948590946,20,21,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49121288425628,133.01623793686932,2.9060833881185517,27.691753857230545,151.28889193452395
844,2025-01-17 17:09:27.256623,0.9078057,-0.13369226,0.17301123,0.35793006,-0.9163435,-0.02345111,0.18788423,-0.35279262,0.9986901,0.00053105224,-0.021459552,0.04710573,1.509595237545006,-0.157856660301054,10.596859532069773,5.402179024167066,22,19,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49117885013907,133.01625325484224,3.458176768035401,27.691753857230545,151.28889193452395
845,2025-01-17 17:09:27.273290,0.9014522,-0.13593695,0.17002088,0.3742054,-0.9225787,-0.020765522,0.18725894,-0.3366754,0.998698,0.00087626,-0.021166332,0.047067285,1.149004957534704,-0.878760018301926,10.093171643705197,5.3968463274236855,24,17,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49117885013907,133.01625325484224,3.458176768035401,27.691753857230545,151.28889193452395
