Measurement Mode:,Custom Modes - Custom Mode 4
number,time,wol,xol,yol,zol,wor,xor,yor,zor,wb,xb,yb,zb,accx,accy,accz,deg,angle_left,angle_right,err_deg_oar_left_x,err_deg_oar_right_x,err_deg_boat_x,err_deg_oar_left_y,err_deg_oar_right_y,err_deg_boat_y,err_deg_oar_left_z,err_deg_oar_right_z,err_deg_boat_z,latitude,longitude,speed,SPM,SPLIT
1080,2022-01-22 12:45:55.314035+09:00,0.9705273,-0.086409956,0.21766272,0.05713868,-0.77828634,-0.053904884,0.18732662,-0.59688526,0.9985274,-0.038590495,-0.0257156,0.0292252,-4.8443626517719975,-1.377291704138988,10.135688663901282,3.4638189665449057,-10,53,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1081,2022-01-22 12:45:55.330702+09:00,0.9695631,-0.08930409,0.21609661,0.07284069,-0.7877155,-0.051652662,0.18707454,-0.584669,0.998518,-0.03891275,-0.02560542,0.029215395,-3.2974650387944457,-2.48659956926205,8.715161330024563,3.4630812997856113,-9,52,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1082,2022-01-22 12:45:55.347369+09:00,0.9684868,-0.091995835,0.21382836,0.08876434,-0.79723614,-0.04967818,0.18713972,-0.5717725,0.9984858,-0.039382376,-0.026066639,0.029282838,-3.043956033586308,-0.60354994271781,10.49122649258138,3.4743340422493856,-7,50,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1083,2022-01-22 12:45:55.364036+09:00,0.96712637,-0.094459966,0.21152806,0.10502967,-0.8067006,-0.04789266,0.18759418,-0.55834347,0.9984609,-0.039995544,-0.026030622,0.02933395,-2.842620040426758,-1.094541682774734,9.71559369219729,3.4817675338818295,-5,48,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1084,2022-01-22 12:45:55.380703+09:00,0.96549654,-0.09669025,0.20907736,0.12159717,-0.81621224,-0.045486264,0.18735214,-0.54463434,0.99845403,-0.03991915,-0.026328275,0.029403865,-3.466362916365264,-1.5786600322950002,9.663885270365952,3.4910092086943045,-3,46,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1085,2022-01-22 12:45:55.397370+09:00,0.963603,-0.09867737,0.20633608,0.13852453,-0.8257164,-0.04311021,0.1872048,-0.53036475,0.9984566,-0.039893012,-0.026229251,0.029440612,-4.18160943749061,-1.62987396146652,9.91716268303525,3.494667010615903,-1,44,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1086,2022-01-22 12:45:55.414037+09:00,0.96132857,-0.10049612,0.20375238,0.15577033,-0.83499336,-0.04087819,0.18755874,-0.51568925,0.9984486,-0.03997803,-0.026289796,0.02954477,-4.049151899155974,-1.27690788842622,9.557733697365187,3.5071464921253694,0,42,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1087,2022-01-22 12:45:55.430704+09:00,0.95878196,-0.10205825,0.20075925,0.17334554,-0.8442764,-0.038449224,0.1876798,-0.50049365,0.9984374,-0.039914183,-0.026642865,0.029694766,-3.75379598605518,-1.4914523714963521,9.9251689894448,3.525873752270704,2,40,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1088,2022-01-22 12:45:55.447371+09:00,0.9558245,-0.10354209,0.19786754,0.1912035,-0.8533261,-0.03605606,0.18821791,-0.48487887,0.99844784,-0.03975079,-0.02637884,0.029792696,-3.065630304546522,-1.392531767281314,9.693399582915953,3.535349266586983,4,38,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
1089,2022-01-22 12:45:55.464038+09:00,0.9524969,-0.10484804,0.19492789,0.20926398,-0.86229795,-0.033355165,0.18835393,-0.46888262,0.99845654,-0.03944558,-0.026366763,0.0299204,-3.052536537501432,-0.6825472782722579,10.257115372709514,3.5490522058075142,6,36,-19.928397930894047,16.436995002307622,1.8040767230900505,158.7475944408441,-161.29184558759218,-178.87106987085738,25.360260682275754,66.80632786520927,9.34534114702694,0,0,0,28.345889775117882,0.0
