Measurement Mode:,Custom Modes - Custom Mode 4
number,time,wol,xol,yol,zol,wor,xor,yor,zor,wb,xb,yb,zb,accx,accy,accz,deg,angle_left,angle_right,err_deg_oar_left_x,err_deg_oar_right_x,err_deg_boat_x,err_deg_oar_left_y,err_deg_oar_right_y,err_deg_boat_y,err_deg_oar_left_z,err_deg_oar_right_z,err_deg_boat_z,latitude,longitude,speed,SPM,SPLIT
2053,2025-01-17 17:09:47.407026,0.97690415,-0.07622684,0.19841103,0.022639602,-0.7781986,-0.073033825,0.18033634,-0.5971184,0.99949884,-0.008836166,-0.02290121,0.02147621,-4.881201639431634,-0.297287756809566,9.829330607367515,2.486136896074055,-14,55,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2054,2025-01-17 17:09:47.423693,0.97662735,-0.07935692,0.19612429,0.038321555,-0.78761643,-0.073283084,0.17947514,-0.58487356,0.99948233,-0.010000186,-0.02314985,0.021470934,-4.260144254946366,-1.9755788502181257,10.255953940324243,2.4888872501892503,-12,53,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2055,2025-01-17 17:09:47.440360,0.9759022,-0.08186932,0.1949099,0.05435428,-0.79684347,-0.07342122,0.17911373,-0.57233435,0.99946666,-0.011175806,-0.023247981,0.021512926,-3.5373837828835137,0.40508551226406,9.48025072825893,2.4969346591839807,-10,51,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2056,2025-01-17 17:09:47.457027,0.972468,-0.08522269,0.2053146,0.07015005,-0.80591327,-0.07306977,0.179029,-0.55956376,0.99945164,-0.012258237,-0.023339806,0.021524876,-2.327832788870886,-0.9724426767613741,9.459589247328491,2.501302699374204,-8,49,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2057,2025-01-17 17:09:47.473694,0.97100365,-0.087593466,0.20469077,0.08725098,-0.81498414,-0.071791254,0.17855598,-0.5465921,0.9994395,-0.012974749,-0.023446094,0.021555781,-2.44769712603867,-0.858723874634496,9.318478156514981,2.506918183256577,-6,48,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2058,2025-01-17 17:09:47.490361,0.96998084,-0.089340955,0.20046443,0.10488838,-0.82396924,-0.06983644,0.17828026,-0.53330314,0.9994222,-0.01362246,-0.02373594,0.02163726,-3.2875942426603078,-0.7039663083004319,9.850411513260594,2.518487119632146,-4,46,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2059,2025-01-17 17:09:47.507028,0.9681466,-0.09116733,0.1982299,0.122953266,-0.8329306,-0.067112856,0.17809078,-0.5196198,0.99940956,-0.014079676,-0.02390178,0.021743268,-3.569643287515416,-0.79170818152233,9.404434789202137,2.5321718121989596,-2,44,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2060,2025-01-17 17:09:47.523695,0.96610326,-0.09434119,0.19440049,0.1413675,-0.8417569,-0.06390901,0.17861897,-0.50542533,0.9994048,-0.014124524,-0.023994707,0.021829545,-3.8635933928123403,-0.450468198990252,9.812582230692271,2.5423564802629377,0,42,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2061,2025-01-17 17:09:47.540362,0.96466005,-0.09632483,0.18587254,0.16011208,-0.8502422,-0.06194443,0.18077247,-0.4904801,0.99940264,-0.013995849,-0.024069324,0.021930963,-4.1337309288506825,-0.9326569709663219,9.699197403291864,2.55377319410087,1,40,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2062,2025-01-17 17:09:47.557029,0.96045345,-0.10137017,0.18876557,0.17791265,-0.8584223,-0.059696488,0.18248978,-0.47565046,0.99940234,-0.013738772,-0.024135526,0.02203229,-4.200315433098036,-0.837242604743628,10.200639353644734,2.564812068829471,3,38,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2063,2025-01-17 17:09:47.573696,0.9595901,-0.10160834,0.17267089,0.19768476,-0.8672621,-0.055553116,0.18086198,-0.46049726,0.9994057,-0.013311297,-0.024131708,0.022148311,-3.8680499359359484,-0.990078238741986,9.723551640665663,2.5769455726923383,5,36,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2064,2025-01-17 17:09:47.590363,0.955469,-0.10490415,0.17201419,0.21567845,-0.8756019,-0.052771132,0.18085311,-0.44477773,0.9994117,-0.01265733,-0.024141908,0.022253841,-3.961835008913322,-0.565544402507736,10.094745981464778,2.5872798073358485,8,34,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2065,2025-01-17 17:09:47.607030,0.9490795,-0.11069923,0.18030101,0.23348966,-0.88360804,-0.049554013,0.18117334,-0.42890084,0.99942374,-0.011742581,-0.024005732,0.022359073,-3.820157470812222,-0.904029735396294,9.911543104658652,2.596639491009882,10,32,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2066,2025-01-17 17:09:47.623697,0.9441037,-0.1135609,0.17961666,0.25207543,-0.8913775,-0.04608614,0.18148267,-0.41277665,0.9994372,-0.010517219,-0.023944108,0.022436053,-4.085443373350482,-0.7325475316325339,10.027085501665656,2.6020476462034745,12,30,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2067,2025-01-17 17:09:47.640364,0.9391248,-0.11588142,0.1769765,0.27079004,-0.8987951,-0.043019023,0.18249772,-0.3962447,0.9994529,-0.009090536,-0.023781324,0.022531241,-3.300663429606156,-0.67157874201609,9.859261214873875,2.608887854576877,14,28,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2068,2025-01-17 17:09:47.657031,0.9340195,-0.11793507,0.17288175,0.28955594,-0.9062038,-0.039191667,0.18216932,-0.37956703,0.99946463,-0.0076352097,-0.02369193,0.022638887,-1.380882398855982,-0.223491747957792,9.724401060613447,2.6172066907295863,17,25,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2069,2025-01-17 17:09:47.673698,0.9282555,-0.12035206,0.169916,0.30824897,-0.913295,-0.035411377,0.1824568,-0.36241722,0.99947804,-0.006089105,-0.023451587,0.022763014,0.8094193007418901,0.22150172811633,10.168336774590257,2.6270630202307985,19,23,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2070,2025-01-17 17:09:47.690365,0.9221686,-0.12307094,0.16658375,0.3267113,-0.92008704,-0.031444382,0.18265674,-0.34508866,0.99949014,-0.0044771265,-0.023196734,0.022874117,2.22537080253246,0.655009404695328,10.23386887441795,2.6353197302177205,21,21,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2071,2025-01-17 17:09:47.707032,0.91554284,-0.12637249,0.1642517,0.34476757,-0.926594,-0.027496576,0.18264276,-0.32757843,0.99949884,-0.0029536756,-0.022907114,0.02303636,2.997225467239092,0.30481939322073,10.251648274429098,2.6497446171767565,23,19,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2072,2025-01-17 17:09:47.723699,0.90838456,-0.1304877,0.16338229,0.36214447,-0.9327346,-0.023874462,0.18273427,-0.3099082,0.99950814,-0.0015598014,-0.022459012,0.023201048,3.198686482971342,0.5637852212565,10.10127449127907,2.6648245531445593,26,17,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2073,2025-01-17 17:09:47.740366,0.9005498,-0.13579538,0.16437596,0.3789223,-0.93854916,-0.020268472,0.18295476,-0.29195976,0.9995115,-0.00020162202,-0.022177365,0.023378432,2.234490754540368,0.220680898453116,10.33594517572212,2.6816226102442844,28,14,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2074,2025-01-17 17:09:47.757033,0.8920294,-0.14231111,0.16756488,0.39494938,-0.9436674,-0.017282953,0.18515746,-0.27369374,0.9995185,0.0009922199,-0.021684848,0.023521721,1.098533680808934,0.23733979255629,10.241423338461066,2.694992310605914,30,12,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2075,2025-01-17 17:09:47.773700,0.8822823,-0.15116392,0.17521264,0.40995124,-0.9476084,-0.01506995,0.19128805,-0.25537962,0.9995192,0.0020909011,-0.021414328,0.023669958,0.47985907591620003,-0.05193447822100777,10.30258059003258,2.709278422569122,32,10,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2076,2025-01-17 17:09:47.790367,0.870797,-0.163442,0.18894634,0.42347437,-0.949287,-0.01461046,0.20616612,-0.23692787,0.99952257,0.0030301912,-0.02105533,0.023746818,0.728371302910926,-0.071875665260832,10.088466529631292,2.7158459436951956,34,8,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2077,2025-01-17 17:09:47.807034,0.8616513,-0.16960469,0.1915419,0.43833205,-0.94877225,-0.014821958,0.22773857,-0.2185065,0.99952346,0.0038851667,-0.020720208,0.023874283,0.823737024295128,-0.264586049792274,10.395384519823805,2.728487670493654,36,6,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2078,2025-01-17 17:09:47.823701,0.84951687,-0.18149804,0.20574914,0.45064253,-0.9461544,-0.015273767,0.25397414,-0.2001358,0.9995214,0.004424521,-0.020598385,0.023982346,0.83262067646355,0.170212517675142,10.026553840635966,2.7396359611096823,38,3,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2079,2025-01-17 17:09:47.840368,0.830225,-0.20796013,0.24249378,0.45684546,-0.94031155,-0.016260618,0.28718168,-0.18186544,0.9995228,0.0048115226,-0.020349849,0.024058282,0.771034122604134,0.08615782344018,10.614133844878351,2.747522557589524,41,1,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2080,2025-01-17 17:09:47.857035,0.804695,-0.241822,0.2894639,0.45850915,-0.92783225,-0.018759381,0.3347726,-0.16340584,0.99952203,0.004988351,-0.020230237,0.024150074,1.040364182273988,0.089348955594006,10.178017608854425,2.7576844070623094,43,0,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2081,2025-01-17 17:09:47.873702,0.7843891,-0.26359785,0.3169241,0.46350944,-0.90559065,-0.022359833,0.39812726,-0.14456388,0.9995221,0.004932195,-0.020153513,0.02422449,0.838894410285846,-0.19808108201124,10.445477651836086,2.766380583535159,45,-2,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2082,2025-01-17 17:09:47.890369,0.75043744,-0.30216217,0.36857522,0.45795858,-0.87222475,-0.025711793,0.47200948,-0.12557328,0.99952424,0.0048130043,-0.020030081,0.02426675,1.41042341138859,0.14298154788369,9.781894708361028,2.7715513575294217,47,-4,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
2083,2025-01-17 17:09:47.907036,0.70438397,-0.3498066,0.43072075,0.44270766,-0.8299657,-0.027668092,0.5467542,-0.10700417,0.9995221,0.004515229,-0.020162037,0.024305254,1.714143564861156,0.406827208369044,9.803646236744777,2.776608124450931,49,-6,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49061827133062,133.0165249051974,3.50339454222569,31.30372175165192,152.79953222018028
