Measurement Mode:,Custom Modes - Custom Mode 4
number,time,wol,xol,yol,zol,wor,xor,yor,zor,wb,xb,yb,zb,accx,accy,accz,deg,angle_left,angle_right,err_deg_oar_left_x,err_deg_oar_right_x,err_deg_boat_x,err_deg_oar_left_y,err_deg_oar_right_y,err_deg_boat_y,err_deg_oar_left_z,err_deg_oar_right_z,err_deg_boat_z,latitude,longitude,speed,SPM,SPLIT
1457,2025-01-17 17:09:37.473494,0.9678261,-0.087047905,0.19924225,0.12676665,-0.8336863,-0.043091305,0.1768381,-0.52138,0.9993187,-0.017305141,-0.02462226,0.022759259,-4.07519087973456,-0.623256031191618,9.842861214249966,2.6589772329094217,-2,44,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1458,2025-01-17 17:09:37.490161,0.9656358,-0.089568555,0.19665349,0.14451453,-0.8429849,-0.040637076,0.17729592,-0.5062508,0.99933493,-0.016130585,-0.024669368,0.022863775,-4.05497756068152,-0.332226325086234,9.663507449025895,2.667798727832143,0,42,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1459,2025-01-17 17:09:37.506828,0.9630492,-0.09201458,0.1940733,0.16259405,-0.85217905,-0.037885346,0.17787948,-0.49062514,0.9993467,-0.015212156,-0.02468165,0.022969574,-3.631085186131098,-0.734460916603866,9.523468606667826,2.6773993887962626,1,39,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1460,2025-01-17 17:09:37.523495,0.96019423,-0.09424905,0.19071512,0.18111804,-0.8611924,-0.03489152,0.17858717,-0.47458968,0.9993571,-0.0142862825,-0.024697356,0.023087531,-3.4733675974243203,-0.287419879466454,10.143982343151276,2.688376489237988,3,37,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1461,2025-01-17 17:09:37.540162,0.9568267,-0.09701893,0.18742386,0.1999355,-0.8701092,-0.03142796,0.17898303,-0.45813304,0.99937034,-0.013421191,-0.024568222,0.023174286,-3.343433317128492,0.06141912188982,10.303052963792748,2.6956868152984574,6,35,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1462,2025-01-17 17:09:37.556829,0.9529171,-0.09964872,0.1846031,0.21902695,-0.87892115,-0.028281003,0.17933403,-0.44106185,0.9993783,-0.012562873,-0.024601478,0.023280382,-3.8134901237002983,-0.078844517478336,10.000122047733605,2.7055246188672206,8,33,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1463,2025-01-17 17:09:37.573496,0.9486463,-0.102096,0.18132026,0.23833057,-0.8875621,-0.024573054,0.17901774,-0.4237698,0.999391,-0.011674164,-0.024423858,0.023379266,-3.533963168951364,-0.617761375071432,9.98226827616682,2.7141182915546094,10,31,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1464,2025-01-17 17:09:37.590163,0.9440002,-0.10446076,0.17758162,0.25777537,-0.89580846,-0.02144808,0.1796576,-0.40594172,0.9994006,-0.010808137,-0.02435463,0.023462892,-2.458206105159864,-0.175610379533586,9.80549132225651,2.721213622287204,12,28,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1465,2025-01-17 17:09:37.606830,0.9387885,-0.1068037,0.1743968,0.27728477,-0.9038324,-0.0184763,0.1802195,-0.38764018,0.99940425,-0.010305904,-0.024287045,0.023593694,-1.046569647453918,0.193124883017262,10.100979630511109,2.734738207911436,15,26,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
1466,2025-01-17 17:09:37.623497,0.93328744,-0.10887473,0.17033121,0.29688376,-0.91150004,-0.014749897,0.18028277,-0.3693868,0.99940985,-0.00980624,-0.024161179,0.023703456,0.802249647011028,-0.39032693138626795,9.99535660846308,2.7457854421694234,17,24,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49088710835775,133.01639070992076,3.671810706408437,29.031677430967505,152.33431043363683
