Measurement Mode:,Custom Modes - Custom Mode 4
number,time,wol,xol,yol,zol,wor,xor,yor,zor,wb,xb,yb,zb,accx,accy,accz,deg,angle_left,angle_right,err_deg_oar_left_x,err_deg_oar_right_x,err_deg_boat_x,err_deg_oar_left_y,err_deg_oar_right_y,err_deg_boat_y,err_deg_oar_left_z,err_deg_oar_right_z,err_deg_boat_z,latitude,longitude,speed,SPM,SPLIT
1706,2025-01-17 17:09:41.623577,0.94838846,-0.10928322,0.17916343,0.2378006,-0.8828602,-0.021464556,0.1836024,-0.43172446,0.99935013,-0.002258541,-0.023848895,0.028056204,-4.431014778177696,0.236046457155888,9.98883205642521,3.2242331237468282,10,31,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1707,2025-01-17 17:09:41.640244,0.9438139,-0.1119855,0.17590953,0.2564419,-0.8909182,-0.018441515,0.18388136,-0.41486216,0.9993503,-0.0015354529,-0.02384233,0.028109848,-4.10389635745308,-0.357288345148248,9.813942244697941,3.2284138804355544,12,29,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1708,2025-01-17 17:09:41.656911,0.9389135,-0.114515685,0.1723595,0.27504852,-0.89865863,-0.015418867,0.18406725,-0.39786032,0.9993503,-0.0009354614,-0.023812816,0.028157383,-3.2244865666767963,-0.547426138024692,10.070872026823038,3.2322219463542607,14,27,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1709,2025-01-17 17:09:41.673578,0.9336313,-0.11700469,0.16879581,0.29356876,-0.9061065,-0.012202523,0.18385708,-0.38081133,0.9993508,-0.0004992718,-0.023778057,0.028180659,-1.4112300563788498,0.07163338847802,10.035119236240849,3.233693730589218,16,24,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1710,2025-01-17 17:09:41.690245,0.92798376,-0.11938889,0.16527762,0.31194153,-0.9132076,-0.008953664,0.18361105,-0.36367163,0.99935275,-0.00033034477,-0.023689384,0.02819264,0.63849506751561,-0.199760734638084,10.216143058184267,3.2345843394366187,19,22,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1711,2025-01-17 17:09:41.706912,0.92198837,-0.121776566,0.16174178,0.3301202,-0.91985387,-0.005828375,0.18372643,-0.3465226,0.99935526,-0.00018153805,-0.023535445,0.028228343,1.716979844448594,-0.467853177552432,10.340130317098104,3.2382388974656133,21,20,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1712,2025-01-17 17:09:41.723579,0.91566056,-0.12411095,0.15823372,0.34807503,-0.92613316,-0.0026550014,0.1838238,-0.32935935,0.9993589,-6.643403e-05,-0.02337083,0.028236896,1.826060373987834,-0.01274479140646696,10.353544101778782,3.2388711446313168,23,18,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1713,2025-01-17 17:09:41.740246,0.9090167,-0.12645863,0.15478289,0.3657472,-0.9319892,0.0004612999,0.18407314,-0.31226808,0.999365,6.0116872e-05,-0.023114225,0.028236777,1.5047463970766342,-0.08509762676223599,10.205198911287576,3.2384621230616153,25,16,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1714,2025-01-17 17:09:41.756913,0.9020777,-0.12874267,0.15140893,0.38312978,-0.93752754,0.0036734445,0.18394051,-0.2952845,0.99936974,0.00026695896,-0.022894455,0.028243214,1.017852346767234,-0.656398459914588,10.116093738579492,3.238610857024589,27,14,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
1715,2025-01-17 17:09:41.773580,0.8948072,-0.13110456,0.14832471,0.4002043,-0.94268,0.0066642454,0.1839133,-0.27835974,0.999376,0.0005028201,-0.022620969,0.028238684,0.53628860290926,-0.195088122572016,10.204670479924655,3.2374277272999747,30,12,-19.64762836720025,14.556613707402931,0.7503658953161981,159.5111288931663,-161.61964256189688,-178.80122179611803,25.858410004839303,66.92499055534522,9.695802622664234,35.49078227522447,133.01644359824397,3.0978189640635208,29.751471086280755,157.61664238022908
